Age,Sex,Race,Marital status?,Education,Employement,Incomes,How many books did you read during last 12months?,Read any printed books during last 12months?,Read any audiobooks during last 12months?,Read any e-books during last 12months?,"Last book you read, you…",Do you happen to read any daily news or newspapers?,Do you happen to read any magazines or journals?,Reading Speed
17,Male,White,Never been married,High school incomplete,Not employed for pay,"9$100,000 to under $150,000",6,Yes,No,No,Borrowed the book from a library,No,No,201
17,Male,White,Never been married,High school incomplete,Not employed for pay,"$50,000 to under $75,000",6,Yes,Yes,No,Purchased the book,No,Yes,193
17,Male,White,Never been married,High school incomplete,Employed part-time,"$75,000 to under $100,000",6,Yes,Yes,No,Purchased the book,Yes,Yes,203
16,Male,White,Never been married,High school incomplete,Employed part-time,"$75,000 to under $100,000",6,Yes,No,No,8,Yes,Yes,199
58,Female,Refused,Never been married,Post-graduate training/professional school after college,Retired,"$30,000 to under $40,000",5,Yes,No,No,Borrowed the book from a library,Yes,Yes,315
52,Male,Refused,Married,Post-graduate training/professional school after college,Employed full-time,"$100,000 to under $150,000",5,Yes,Yes,No,Purchased the book,No,Yes,313
48,Female,Refused,Don’t know,"Some college, no 4-year degree",Employed full-time,Refused,5,Yes,No,No,Borrowed the book from a library,Yes,Yes,279
56,Male,Other,Married,High school graduate,Employed full-time,"$30,000 to under $40,000",5,Yes,No,No,Borrowed the book from a friend or family member,Yes,No,234
21,Male,Other,Never been married,High school graduate,Employed full-time,"$50,000 to under $75,000",5,Yes,No,No,Borrowed the book from a friend or family member,Yes,Yes,231
20,Male,Other,Living with a partner,High school graduate,Employed part-time,"$10,000 to under $20,000",5,No,No,No,Borrowed the book from a library,No,No,230
20,Female,Other,Never been married,"Some college, no 4-year degree",Not employed for pay,"$10,000 to under $20,000",5,Yes,No,No,Purchased the book,No,No,274
18,Female,Other,Living with a partner,High school graduate,Not employed for pay,"Less than $10,000",5,Yes,No,No,Borrowed the book from a friend or family member,No,Yes,287
16,Male,Other,Never been married,High school incomplete,Not employed for pay,"$50,000 to under $75,000",5,Yes,No,No,Borrowed the book from a library,Yes,No,204
17,Female,Native American/American Indian,Never been married,High school incomplete,Employed full-time,"Less than $10,000",5,No,No,No,8,No,No,195
63,Female,Mixed race,Married,College graduate,Retired,"$40,000 to under $50,000",5,Yes,No,No,Purchased the book,Yes,Yes,279
28,Male,Mixed race,Married,High school graduate,Employed full-time,"$20,000 to under $30,000",5,Yes,No,No,Got the book some other way,Yes,No,231
20,Male,Mixed race,Married,"Some college, no 4-year degree",Employed part-time,"$10,000 to under $20,000",5,Yes,No,Yes,Purchased the book,No,No,289
48,Male,Asian or Pacific Islander,Married,College graduate,Employed full-time,"$75,000 to under $100,000",5,Yes,No,Yes,Got the book some other way,Yes,Yes,279
37,Female,Asian or Pacific Islander,Married,College graduate,Employed full-time,"$100,000 to under $150,000",5,Yes,Yes,Yes,Borrowed the book from a library,No,Yes,284
35,Male,Asian or Pacific Islander,Married,Post-graduate training/professional school after college,Employed full-time,"$75,000 to under $100,000",5,Yes,Yes,Yes,Purchased the book,Yes,No,343
26,Female,Asian or Pacific Islander,Never been married,College graduate,Employed full-time,"$50,000 to under $75,000",5,Yes,No,Yes,Purchased the book,Yes,No,320
24,Female,Asian or Pacific Islander,Married,College graduate,Not employed for pay,"$10,000 to under $20,000",5,Yes,No,Yes,Borrowed the book from a friend or family member,Yes,Yes,325
19,Female,Asian or Pacific Islander,Never been married,"Some college, no 4-year degree",Not employed for pay,"9$100,000 to under $150,000",5,Yes,No,No,Purchased the book,No,Yes,280
87,Female,Black or African-American,Widowed,High school graduate,Retired,"$10,000 to under $20,000",5,Yes,No,No,Borrowed the book from a friend or family member,Yes,Yes,223
65,Female,Black or African-American,Divorced,High school graduate,Disabled,"$20,000 to under $30,000",5,Yes,No,No,Borrowed the book from a friend or family member,Yes,Yes,235
62,Male,Black or African-American,Married,College graduate,Employed full-time,"$50,000 to under $75,000",5,No,No,Yes,Got the book some other way,Yes,Yes,275
60,Male,Black or African-American,Married,"Some college, no 4-year degree",Retired,"$30,000 to under $40,000",5,Yes,Yes,No,Purchased the book,Yes,Yes,286
54,Female,Black or African-American,Married,"Some college, no 4-year degree",Employed full-time,"$75,000 to under $100,000",5,Yes,No,No,Purchased the book,Yes,Yes,271
54,Female,Black or African-American,Never been married,"Some college, no 4-year degree",Retired,"$10,000 to under $20,000",5,Yes,No,No,Borrowed the book from a friend or family member,Yes,No,283
52,Male,Black or African-American,Living with a partner,"Some college, no 4-year degree",Have own business/self-employed,"$10,000 to under $20,000",5,Yes,No,No,Got the book some other way,Yes,No,290
51,Male,Black or African-American,Married,"Technical, trade or vocational school AFTER high school",Employed full-time,"$30,000 to under $40,000",5,Yes,No,No,Purchased the book,Yes,Yes,256
49,Female,Black or African-American,Never been married,High school graduate,Retired,"Less than $10,000",5,Yes,No,No,Purchased the book,Yes,No,227
46,Male,Black or African-American,Married,None,Employed part-time,"9$100,000 to under $150,000",5,Yes,No,No,Purchased the book,Yes,Yes,200
45,Male,Black or African-American,Married,High school graduate,Employed full-time,"$30,000 to under $40,000",5,Yes,No,No,Purchased the book,Yes,Yes,233
42,Male,Black or African-American,Divorced,"Some college, no 4-year degree",Employed full-time,"$30,000 to under $40,000",5,Yes,No,No,Purchased the book,Yes,Yes,289
40,Male,Black or African-American,Married,"Some college, no 4-year degree",Employed part-time,"$20,000 to under $30,000",5,Yes,Yes,Yes,Purchased the book,No,Yes,284
39,Male,Black or African-American,Married,"Some college, no 4-year degree",Employed full-time,"$40,000 to under $50,000",5,Yes,No,No,Got the book some other way,No,No,279
38,Female,Black or African-American,Married,"Some college, no 4-year degree",Employed full-time,"$50,000 to under $75,000",5,Yes,Yes,No,Purchased the book,No,No,285
37,Male,Black or African-American,Married,High school graduate,Have own business/self-employed,Refused,5,Yes,Yes,Yes,Borrowed the book from a friend or family member,No,Yes,233
36,Female,Black or African-American,Separated,High school incomplete,Not employed for pay,"$20,000 to under $30,000",5,Yes,No,Yes,Borrowed the book from a library,Yes,Yes,199
35,Male,Black or African-American,Married,High school graduate,Employed full-time,"$30,000 to under $40,000",5,Yes,No,No,Borrowed the book from a friend or family member,No,No,226
34,Female,Black or African-American,Married,"Some college, no 4-year degree",Employed part-time,"$30,000 to under $40,000",5,Yes,Yes,Yes,Purchased the book,Yes,Yes,284
33,Female,Black or African-American,Never been married,High school graduate,Disabled,"$20,000 to under $30,000",5,No,No,No,Borrowed the book from a friend or family member,Yes,No,237
32,Female,Black or African-American,Never been married,High school graduate,Not employed for pay,"Less than $10,000",5,Yes,No,Yes,Got the book some other way,Yes,Yes,230
32,Female,Black or African-American,Married,College graduate,Employed full-time,"$30,000 to under $40,000",5,Yes,No,Yes,Borrowed the book from a friend or family member,Yes,No,282
30,Female,Black or African-American,Married,"Some college, no 4-year degree",Employed part-time,"$50,000 to under $75,000",5,No,No,Yes,Borrowed the book from a friend or family member,No,No,279
23,Female,Black or African-American,Living with a partner,"Some college, no 4-year degree",Employed full-time,"Less than $10,000",5,Yes,No,No,Purchased the book,Yes,No,314
21,Male,Black or African-American,Never been married,High school graduate,Not employed for pay,"$40,000 to under $50,000",5,Yes,No,No,Borrowed the book from a friend or family member,No,Yes,240
18,Female,Black or African-American,Living with a partner,High school graduate,Employed part-time,"$30,000 to under $40,000",5,Yes,No,No,Borrowed the book from a library,Yes,Yes,283
18,Female,Black or African-American,Never been married,"Some college, no 4-year degree",Not employed for pay,"$10,000 to under $20,000",5,Yes,No,No,Borrowed the book from a friend or family member,No,Yes,278
18,Female,Black or African-American,Separated,"Some college, no 4-year degree",Employed part-time,"Less than $10,000",5,No,No,No,Purchased the book,No,No,292
17,Female,Black or African-American,Never been married,High school incomplete,Employed part-time,"9$100,000 to under $150,000",5,Yes,No,No,Purchased the book,No,No,195
17,Male,Black or African-American,Never been married,High school incomplete,Employed part-time,"$100,000 to under $150,000",5,Yes,No,No,Borrowed the book from a library,No,No,198
89,Female,White,Widowed,College graduate,Retired,"$30,000 to under $40,000",5,Yes,No,No,Borrowed the book from a friend or family member,Yes,Yes,273
88,Male,White,Married,"Some college, no 4-year degree",Retired,"$10,000 to under $20,000",5,Yes,No,No,Got the book some other way,Yes,No,285
88,Male,White,Married,Post-graduate training/professional school after college,Retired,"$75,000 to under $100,000",5,Yes,No,No,Got the book some other way,Yes,Yes,305
88,Male,White,Married,"Some college, no 4-year degree",Retired,"$40,000 to under $50,000",5,Yes,No,No,Borrowed the book from a friend or family member,No,Yes,275
81,Female,White,Married,High school graduate,Retired,Refused,5,Yes,No,No,Borrowed the book from a friend or family member,No,No,221
76,Female,White,Widowed,High school graduate,Retired,Refused,5,Yes,No,No,Borrowed the book from a friend or family member,Yes,Yes,239
76,Female,White,Widowed,High school graduate,Retired,"$10,000 to under $20,000",5,Yes,Yes,No,Borrowed the book from a friend or family member,No,Yes,227
74,Female,White,Married,High school incomplete,Retired,"$20,000 to under $30,000",5,Yes,No,No,Got the book some other way,Yes,Yes,204
72,Male,White,Married,Post-graduate training/professional school after college,Retired,"$50,000 to under $75,000",5,No,No,Yes,Borrowed the book from a friend or family member,Yes,No,298
71,Male,White,Widowed,Post-graduate training/professional school after college,Have own business/self-employed,Refused,5,Yes,No,No,Purchased the book,No,Yes,304
67,Female,White,Divorced,College graduate,Employed part-time,"$75,000 to under $100,000",5,Yes,No,No,Borrowed the book from a friend or family member,No,No,287
67,Female,White,Widowed,College graduate,Employed part-time,Refused,5,Yes,Yes,Yes,Purchased the book,Yes,Yes,279
67,Male,White,Married,"Some college, no 4-year degree",Retired,"$40,000 to under $50,000",5,Yes,No,No,Borrowed the book from a library,Yes,No,291
67,Male,White,Widowed,"Some college, no 4-year degree",Employed part-time,"9$100,000 to under $150,000",5,Yes,Yes,Yes,Purchased the book,Yes,No,297
66,Female,White,Married,High school graduate,Retired,"$20,000 to under $30,000",5,Yes,No,No,Borrowed the book from a friend or family member,Yes,No,227
66,Female,White,Married,"Some college, no 4-year degree",Employed full-time,"$30,000 to under $40,000",5,Yes,Yes,No,Borrowed the book from a library,No,Yes,279
66,Male,White,Married,College graduate,Retired,"$50,000 to under $75,000",5,Yes,No,No,Purchased the book,Yes,Yes,289
65,Male,White,Widowed,"Some college, no 4-year degree",Employed full-time,"$75,000 to under $100,000",5,Yes,No,No,Purchased the book,Yes,Yes,297
65,Male,White,Married,High school incomplete,Retired,"$30,000 to under $40,000",5,Yes,No,No,Borrowed the book from a friend or family member,No,Yes,205
64,Male,White,Married,Post-graduate training/professional school after college,Employed full-time,Refused,5,Yes,No,Yes,Borrowed the book from a friend or family member,Yes,Yes,304
63,Female,White,Married,Post-graduate training/professional school after college,Retired,Refused,5,Yes,No,No,Purchased the book,Yes,Yes,300
62,Female,White,Never been married,"Some college, no 4-year degree",Employed full-time,"$30,000 to under $40,000",5,Yes,No,No,Borrowed the book from a friend or family member,No,Yes,292
61,Female,White,Married,High school graduate,Not employed for pay,Refused,5,Yes,No,No,Purchased the book,Yes,Yes,231
61,Female,White,Living with a partner,College graduate,Retired,"$40,000 to under $50,000",5,Yes,No,No,Borrowed the book from a friend or family member,No,Yes,279
61,Female,White,Married,"Some college, no 4-year degree",Have own business/self-employed,"$100,000 to under $150,000",5,Yes,Yes,Yes,Purchased the book,Yes,Yes,290
60,Female,White,Married,High school graduate,Not employed for pay,"$10,000 to under $20,000",5,Yes,No,No,Purchased the book,Yes,Yes,223
59,Female,White,Divorced,Post-graduate training/professional school after college,Employed full-time,"$75,000 to under $100,000",5,Yes,No,No,Purchased the book,Yes,Yes,311
58,Female,White,Living with a partner,High school graduate,Other,"$20,000 to under $30,000",5,Yes,No,No,Borrowed the book from a friend or family member,No,Yes,232
57,Male,White,Divorced,"Some college, no 4-year degree",Disabled,"$10,000 to under $20,000",5,Yes,Yes,No,Borrowed the book from a library,No,Yes,291
57,Male,White,Married,Post-graduate training/professional school after college,Employed full-time,"$100,000 to under $150,000",5,Yes,No,No,Purchased the book,Yes,Yes,304
57,Female,White,Married,High school graduate,Disabled,"$10,000 to under $20,000",5,Yes,No,No,Borrowed the book from a friend or family member,Yes,No,233
57,Female,White,Married,High school graduate,Not employed for pay,"$20,000 to under $30,000",5,Yes,No,No,Got the book some other way,Yes,Yes,234
55,Male,White,Divorced,College graduate,Retired,"$10,000 to under $20,000",5,Yes,No,No,Borrowed the book from a friend or family member,Yes,Yes,277
55,Female,White,Married,"Some college, no 4-year degree",Employed full-time,"$75,000 to under $100,000",5,No,No,No,Purchased the book,Yes,No,281
55,Female,White,Divorced,College graduate,Employed part-time,"$30,000 to under $40,000",5,Yes,No,Yes,Got the book some other way,No,No,278
54,Female,White,Never been married,College graduate,Employed full-time,Refused,5,Yes,No,No,Purchased the book,No,No,282
54,Male,White,Married,"Some college, no 4-year degree",Retired,"$50,000 to under $75,000",5,Yes,No,No,Purchased the book,Yes,Yes,296
53,Female,White,Married,College graduate,Employed full-time,Refused,5,Yes,No,Yes,Got the book some other way,Yes,Yes,286
53,Male,White,Married,College graduate,Employed full-time,"$100,000 to under $150,000",5,Yes,No,No,Borrowed the book from a friend or family member,Yes,No,276
52,Male,White,Married,Post-graduate training/professional school after college,Employed part-time,"$100,000 to under $150,000",5,Yes,No,No,Borrowed the book from a library,Yes,No,308
51,Female,White,Married,College graduate,Retired,"$100,000 to under $150,000",5,Yes,Yes,Yes,Purchased the book,Yes,Yes,281
51,Male,White,Married,Post-graduate training/professional school after college,Employed full-time,"$50,000 to under $75,000",5,Yes,No,Yes,Purchased the book,No,No,305
50,Male,White,Divorced,"Some college, no 4-year degree",Employed full-time,"$75,000 to under $100,000",5,Yes,No,No,Purchased the book,Yes,No,277
50,Female,White,Married,College graduate,Employed full-time,"$75,000 to under $100,000",5,Yes,No,Yes,Borrowed the book from a friend or family member,Yes,Yes,291
49,Male,White,Never been married,"Some college, no 4-year degree",Not employed for pay,"$20,000 to under $30,000",5,Yes,No,No,Purchased the book,Yes,Yes,285
49,Male,White,Single,High school incomplete,Employed part-time,"9$100,000 to under $150,000",5,No,No,No,Got the book some other way,Yes,No,201
48,Male,White,Married,College graduate,Employed full-time,"$100,000 to under $150,000",5,Yes,No,No,Borrowed the book from a friend or family member,No,No,302
48,Female,White,Married,High school graduate,Employed part-time,Refused,5,Yes,No,No,Borrowed the book from a friend or family member,No,Yes,224
48,Female,White,Divorced,"Some college, no 4-year degree",Employed full-time,"$40,000 to under $50,000",5,Yes,No,No,Purchased the book,Yes,Yes,287
47,Male,White,Never been married,"Some college, no 4-year degree",Retired,"$20,000 to under $30,000",5,Yes,No,No,Purchased the book,No,Yes,293
47,Female,White,Married,"Some college, no 4-year degree",Employed full-time,"$75,000 to under $100,000",5,Yes,No,No,Got the book some other way,Yes,Yes,291
47,Male,White,Married,High school graduate,Have own business/self-employed,"$30,000 to under $40,000",5,Yes,No,No,Borrowed the book from a friend or family member,No,No,230
46,Male,White,Divorced,"Some college, no 4-year degree",Employed full-time,"$75,000 to under $100,000",5,Yes,No,Yes,Borrowed the book from a friend or family member,No,Yes,279
46,Female,White,Married,Post-graduate training/professional school after college,Employed full-time,"$100,000 to under $150,000",5,Yes,No,No,Purchased the book,Yes,Yes,299
46,Male,White,Married,Post-graduate training/professional school after college,Employed full-time,"$40,000 to under $50,000",5,Yes,No,Yes,Got the book some other way,Yes,Yes,306
45,Female,White,Don’t know,College graduate,Other,Refused,5,Yes,No,No,Got the book some other way,Yes,Yes,287
45,Male,White,Married,College graduate,Employed full-time,"$100,000 to under $150,000",5,Yes,No,No,Purchased the book,No,Yes,284
44,Female,White,Married,"Some college, no 4-year degree",Not employed for pay,"9$100,000 to under $150,000",5,Yes,No,No,Purchased the book,No,Yes,285
44,Female,White,Married,High school graduate,Employed full-time,"$40,000 to under $50,000",5,Yes,No,No,Purchased the book,Yes,No,225
44,Male,White,Married,College graduate,Employed full-time,"$100,000 to under $150,000",5,Yes,No,No,Purchased the book,No,No,293
44,Female,White,Married,"Some college, no 4-year degree",Employed full-time,Refused,5,Yes,No,No,Purchased the book,Yes,No,290
43,Female,White,Married,"Some college, no 4-year degree",Employed full-time,"$100,000 to under $150,000",5,Yes,No,No,Purchased the book,No,No,281
43,Male,White,Married,Post-graduate training/professional school after college,Employed full-time,"$100,000 to under $150,000",5,Yes,Yes,No,Purchased the book,Yes,Yes,303
42,Male,White,Married,College graduate,Employed full-time,"$100,000 to under $150,000",5,Yes,No,Yes,Purchased the book,Yes,Yes,278
42,Female,White,Married,College graduate,Have own business/self-employed,"$20,000 to under $30,000",5,Yes,No,No,Purchased the book,No,No,294
42,Male,White,Married,Post-graduate training/professional school after college,Employed full-time,"$100,000 to under $150,000",5,Yes,No,No,Purchased the book,Yes,Yes,303
41,Female,White,Married,"Some college, no 4-year degree",Employed full-time,"$100,000 to under $150,000",5,Yes,No,Yes,Got the book some other way,Yes,Yes,288
41,Female,White,Separated,"Some college, no 4-year degree",Employed part-time,"$50,000 to under $75,000",5,Yes,No,No,8,No,Yes,296
41,Female,White,Married,"Some college, no 4-year degree",Not employed for pay,"$75,000 to under $100,000",5,Yes,Yes,Yes,Purchased the book,No,Yes,284
40,Female,White,Married,College graduate,Not employed for pay,Refused,5,Yes,No,No,Borrowed the book from a friend or family member,No,No,286
40,Female,White,Divorced,College graduate,Employed full-time,"$20,000 to under $30,000",5,Yes,No,No,Purchased the book,No,No,286
40,Male,White,Never been married,"Some college, no 4-year degree",Employed full-time,Refused,5,Yes,No,Yes,Purchased the book,Yes,No,291
39,Male,White,Married,Post-graduate training/professional school after college,Employed full-time,"$100,000 to under $150,000",5,Yes,No,Yes,Borrowed the book from a library,Yes,No,310
39,Male,White,Married,College graduate,Employed full-time,"$100,000 to under $150,000",5,Yes,No,No,Purchased the book,No,Yes,290
38,Female,White,Married,High school graduate,Not employed for pay,Refused,5,Yes,No,No,Purchased the book,No,Yes,221
38,Female,White,Married,Post-graduate training/professional school after college,Employed part-time,"$100,000 to under $150,000",5,Yes,Yes,Yes,Purchased the book,Yes,Yes,295
37,Male,White,Divorced,High school graduate,Retired,"$10,000 to under $20,000",5,No,Yes,Yes,Purchased the book,No,Yes,229
37,Male,White,Never been married,Post-graduate training/professional school after college,Employed full-time,"$100,000 to under $150,000",5,Yes,Yes,Yes,Purchased the book,Yes,Yes,316
37,Male,White,Married,Post-graduate training/professional school after college,Employed full-time,"$75,000 to under $100,000",5,Yes,No,Yes,Got the book some other way,Yes,Yes,300
37,Male,White,Married,College graduate,Employed full-time,Refused,5,Yes,No,No,Purchased the book,No,No,286
36,Female,White,Never been married,"Some college, no 4-year degree",Employed full-time,"$50,000 to under $75,000",5,Yes,No,No,Purchased the book,Yes,No,289
35,Female,White,Married,College graduate,Not employed for pay,"$30,000 to under $40,000",5,Yes,No,No,Borrowed the book from a library,Yes,No,288
35,Female,White,Never been married,College graduate,Employed full-time,"$75,000 to under $100,000",5,Yes,No,Yes,Purchased the book,Yes,Yes,287
35,Male,White,Never been married,"Some college, no 4-year degree",Not employed for pay,"$50,000 to under $75,000",5,Yes,No,No,Borrowed the book from a friend or family member,No,Yes,274
32,Male,White,Married,"Some college, no 4-year degree",Employed full-time,"$50,000 to under $75,000",5,Yes,No,No,Borrowed the book from a friend or family member,No,No,300
32,Female,White,Married,College graduate,Employed part-time,"$75,000 to under $100,000",5,Yes,No,No,Purchased the book,No,No,289
32,Female,White,Married,College graduate,Not employed for pay,"$75,000 to under $100,000",5,No,No,Yes,Purchased the book,No,Yes,284
31,Female,White,Married,High school incomplete,Not employed for pay,"$20,000 to under $30,000",5,Yes,No,No,Purchased the book,No,No,196
31,Female,White,Married,Post-graduate training/professional school after college,Employed full-time,"$75,000 to under $100,000",5,Yes,No,No,Borrowed the book from a friend or family member,Yes,No,342
31,Male,White,Married,College graduate,Employed full-time,"$75,000 to under $100,000",5,No,No,Yes,Purchased the book,Yes,Yes,287
30,Female,White,Never been married,College graduate,Employed full-time,"$40,000 to under $50,000",5,Yes,No,No,Purchased the book,Yes,Yes,280
30,Male,White,Married,College graduate,Employed full-time,"$75,000 to under $100,000",5,Yes,Yes,No,Borrowed the book from a friend or family member,Yes,Yes,292
29,Male,White,Single,College graduate,Employed full-time,"$100,000 to under $150,000",5,Yes,Yes,No,Purchased the book,Yes,Yes,290
29,Female,White,Never been married,College graduate,Employed part-time,"$10,000 to under $20,000",5,Yes,No,No,Purchased the book,No,Yes,299
28,Male,White,Living with a partner,College graduate,Employed full-time,"$75,000 to under $100,000",5,Yes,Yes,No,Got the book some other way,No,No,297
27,Female,White,Never been married,College graduate,Not employed for pay,"$50,000 to under $75,000",5,Yes,No,Yes,Got the book some other way,No,Yes,286
27,Male,White,Married,College graduate,Employed full-time,"$100,000 to under $150,000",5,Yes,No,No,Purchased the book,Yes,Yes,288
27,Male,White,Married,College graduate,Employed full-time,"$50,000 to under $75,000",5,Yes,No,Yes,Purchased the book,Yes,No,293
25,Male,White,Never been married,College graduate,Not employed for pay,"$40,000 to under $50,000",5,Yes,Yes,Yes,Purchased the book,Yes,No,320
25,Female,White,Never been married,Post-graduate training/professional school after college,Employed full-time,"$40,000 to under $50,000",5,Yes,No,No,Purchased the book,Yes,Yes,350
25,Female,White,Married,"Some college, no 4-year degree",Not employed for pay,"$30,000 to under $40,000",5,Yes,No,No,Purchased the book,Yes,Yes,313
23,Female,White,Single,College graduate,Student,"Less than $10,000",5,Yes,No,No,Borrowed the book from a library,Yes,Yes,319
22,Male,White,Never been married,"Some college, no 4-year degree",Employed part-time,"Less than $10,000",5,Yes,No,No,Purchased the book,No,No,319
21,Female,White,Living with a partner,High school graduate,Employed part-time,"$20,000 to under $30,000",5,Yes,No,No,Purchased the book,Yes,No,230
21,Male,White,Never been married,"Some college, no 4-year degree",Not employed for pay,"$30,000 to under $40,000",5,No,No,Yes,Borrowed the book from a library,Yes,No,292
20,Male,White,Never been married,"Some college, no 4-year degree",Employed part-time,"$50,000 to under $75,000",5,Yes,No,No,Purchased the book,No,No,279
20,Female,White,Never been married,"Some college, no 4-year degree",Employed part-time,"$30,000 to under $40,000",5,Yes,No,No,Borrowed the book from a friend or family member,Yes,No,293
20,Male,White,Never been married,High school graduate,Not employed for pay,"$100,000 to under $150,000",5,No,No,Yes,Purchased the book,Yes,No,229
19,Female,White,Never been married,High school graduate,Not employed for pay,"Less than $10,000",5,No,No,No,Borrowed the book from a library,Yes,No,285
18,Female,White,Never been married,High school graduate,Student,"$100,000 to under $150,000",5,Yes,No,No,Purchased the book,No,Yes,281
18,Female,White,Never been married,High school graduate,Employed part-time,"$40,000 to under $50,000",5,Yes,No,No,Purchased the book,Yes,Yes,294
18,Female,White,Never been married,High school graduate,Employed part-time,"$30,000 to under $40,000",5,Yes,No,Yes,Purchased the book,Yes,No,278
18,Male,White,Never been married,High school incomplete,Employed part-time,Refused,5,Yes,No,No,Purchased the book,No,Yes,209
17,Male,White,Never been married,High school graduate,Not employed for pay,"$100,000 to under $150,000",5,Yes,No,Yes,Purchased the book,Yes,No,289
17,Male,White,Never been married,High school incomplete,Not employed for pay,"9$100,000 to under $150,000",5,Yes,No,No,Borrowed the book from a library,Yes,Yes,200
17,Female,White,Never been married,High school incomplete,Employed part-time,"$40,000 to under $50,000",5,Yes,No,No,Got the book some other way,No,No,196
16,Female,White,Never been married,High school incomplete,Employed part-time,"9$100,000 to under $150,000",5,Yes,No,No,Got the book some other way,No,No,208
16,Female,White,Never been married,High school incomplete,Not employed for pay,"9$100,000 to under $150,000",5,Yes,No,No,Purchased the book,No,No,196
21,Female,Refused,Don’t know,"Some college, no 4-year degree",Employed part-time,Refused,4,Yes,No,No,Borrowed the book from a friend or family member,No,No,281
36,Male,Don’t know,Married,College graduate,Employed full-time,"$75,000 to under $100,000",4,Yes,No,No,Borrowed the book from a friend or family member,Yes,Yes,281
60,Female,Other,Never been married,College graduate,Employed full-time,"$30,000 to under $40,000",4,Yes,No,No,Got the book some other way,Yes,No,271
51,Female,Other,Married,High school incomplete,Not employed for pay,"9$100,000 to under $150,000",4,Don’t know,No,No,Purchased the book,Yes,Yes,200
51,Female,Other,Married,High school graduate,Employed full-time,"$20,000 to under $30,000",4,Yes,No,No,Purchased the book,No,No,223
31,Female,Other,Living with a partner,High school graduate,Not employed for pay,"9$100,000 to under $150,000",4,Yes,No,No,Borrowed the book from a friend or family member,Yes,Yes,229
18,Male,Other,Never been married,High school incomplete,Employed part-time,"$30,000 to under $40,000",4,Yes,No,No,Purchased the book,No,Yes,201
16,Female,Other,Never been married,High school incomplete,Student,"9$100,000 to under $150,000",4,Don’t know,Yes,Yes,Borrowed the book from a friend or family member,No,Yes,199
69,Male,Native American/American Indian,Married,"Some college, no 4-year degree",Retired,"$100,000 to under $150,000",4,Yes,No,No,Purchased the book,Yes,No,281
66,Female,Mixed race,Never been married,High school incomplete,Employed full-time,"9$100,000 to under $150,000",4,Yes,Yes,Yes,Borrowed the book from a library,Yes,Yes,200
27,Female,Mixed race,Married,None,Not employed for pay,"Less than $10,000",4,No,Yes,Yes,Borrowed the book from a friend or family member,Yes,Yes,197
25,Female,Mixed race,Living with a partner,High school graduate,Employed part-time,"Less than $10,000",4,Yes,No,No,Borrowed the book from a library,Yes,Yes,227
65,Female,Asian or Pacific Islander,Widowed,High school graduate,Not employed for pay,"$30,000 to under $40,000",4,Yes,No,No,Borrowed the book from a friend or family member,No,Yes,214
53,Female,Asian or Pacific Islander,Married,College graduate,Retired,"$100,000 to under $150,000",4,Yes,No,Yes,Purchased the book,Don’t know,Yes,288
51,Male,Asian or Pacific Islander,Married,"Some college, no 4-year degree",Employed full-time,Refused,4,Yes,No,No,Purchased the book,Yes,Yes,284
35,Male,Asian or Pacific Islander,Married,"Some college, no 4-year degree",Employed full-time,"$100,000 to under $150,000",4,Yes,No,No,Got the book some other way,Yes,Yes,289
23,Male,Asian or Pacific Islander,Never been married,College graduate,Employed full-time,"$75,000 to under $100,000",4,Yes,No,No,Purchased the book,Yes,Yes,303
21,Female,Asian or Pacific Islander,Living with a partner,"Some college, no 4-year degree",Employed full-time,"$40,000 to under $50,000",4,Yes,No,No,Purchased the book,No,Yes,284
73,Female,Black or African-American,Married,"Some college, no 4-year degree",Not employed for pay,Refused,4,Yes,No,No,Purchased the book,Yes,Yes,283
69,Male,Black or African-American,Married,High school graduate,Retired,"Less than $10,000",4,Yes,Don’t know,No,Borrowed the book from a friend or family member,Yes,No,228
63,Male,Black or African-American,Widowed,"Some college, no 4-year degree",Retired,"$20,000 to under $30,000",4,Yes,No,No,Borrowed the book from a friend or family member,No,No,272
55,Female,Black or African-American,Married,High school graduate,Employed full-time,"$30,000 to under $40,000",4,Yes,No,No,Purchased the book,Yes,Yes,225
51,Male,Black or African-American,Living with a partner,"Some college, no 4-year degree",Employed full-time,"$50,000 to under $75,000",4,Yes,No,No,Purchased the book,Yes,No,287
50,Male,Black or African-American,Never been married,High school graduate,Not employed for pay,"9$100,000 to under $150,000",4,Yes,Yes,No,Purchased the book,Yes,No,229
42,Male,Black or African-American,Separated,High school incomplete,Not employed for pay,"Less than $10,000",4,Yes,No,No,8,Yes,No,197
41,Female,Black or African-American,Married,Post-graduate training/professional school after college,Employed full-time,Refused,4,Yes,No,Yes,Got the book some other way,Yes,No,298
38,Female,Black or African-American,Never been married,"Some college, no 4-year degree",Not employed for pay,"$10,000 to under $20,000",4,Yes,No,No,Got the book some other way,Yes,Yes,287
37,Male,Black or African-American,Separated,High school graduate,Employed part-time,"$20,000 to under $30,000",4,Yes,No,No,Borrowed the book from a library,Yes,Yes,231
37,Male,Black or African-American,Never been married,High school graduate,Not employed for pay,"$20,000 to under $30,000",4,Yes,No,No,Purchased the book,Yes,No,230
30,Male,Black or African-American,Never been married,High school graduate,Not employed for pay,"9$100,000 to under $150,000",4,Yes,No,No,Borrowed the book from a friend or family member,Yes,Yes,227
